,name,address,city,postal_code,phone,fax,grades,program
499,Kinsmen Day Nursery #1955,462 Reimer Avenue,Steinbach,R0A 2A0,(204) 326-1866,(0) -,00 to 00,English
500,M.A.C.L.D. #1047,210-720 Broadway Avenue,Winnipeg,R3G 0X1,(204) 000-0000,(204) 000-0000,00 to 00,English
501,Not Enrolled In A Mb School #2269,1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 000-0000,(204) 000-0000,N to 12,English
502,Rehabilitation Center #1831,633 Wellington Crescent,Winnipeg,R3M 0A8,(204) 000-0000,(204) 000-0000,00 to 00,English
503,Airport Colony School #1580,P.O. Box 967,Portage La Prairie,R1N 3C4,(204) 274-2412,(204) 274-2316,K to 12,"English, German"
504,Assiniboine Valley Christian School #2307,"Site 170, Box 37, R.R. #1",Brandon,R7A 5Y1,(204) 728-3229,(204) 728-3229,1 to 9,English
505,Borderview Christian Day School #2069,Box 103,Stuartburn,R0A 2B0,(204) 427-2932,() -,1 to 10,English
506,Casa Montessori And Orff School #2268,80 Fennell Street,Winnipeg,R3T 3M4,(204) 487-0167,(204) 487-2944,K to 6,"English, Francais"
507,Cgf Mitchell Academy #2318,32033 Road 32e,Mitchell,R5G 2L9,(204) 346-9799,(204) 000-0000,1 to 5,English
508,Christ Full Gospel Academy #2220,Box 107 75 Elm Street,Plum Coulee,R0G 1R0,(204) 829-3212,(204) 829-3212,1 to 12,English
509,Church Of God Academy #2237,P.O. Box 3368,Steinbach,R5G 1P6,(204) 434-6643,() -,1 to 12,English
510,City Light Christian School #2323,Box 74 Rr 5 Site 50,Brandon,R7A 5Y5,(204) 725-2973,() -,1 to 9,English
511,Country View School #1526,Box 3910,Steinbach,R5G 1P9,(204) 326-1481,(204) 326-4788,1 to 8,English
512,Crystal Creek School #2287,550 Broadway Street,Crystal City,R0K 0N0,(204) 873-2458,(204) 873-2469,1 to 8,English
513,Edrans Christian School #2150,"Box 1 R.R. #1, Grp 15",Austin,R0H 0C0,(204) 466-2865,(204) 466-2994,K to 12,English
514,Freedom International School #2317,771 Sargent Avenue,Winnipeg,R3E 0B5,(204) 219-5799,() -,8 to 12,English
515,Grace Valley Mennonite Academy #2108,Box 839,Winkler,R6W 4A9,(204) 829-3301,(204) 829-3038,K to 12,English
516,Greenland School #1176,"Box 22, Grp. 15, R.R.#1",Ste. Anne,R5H 1R1,(204) 355-4922,(204) 355-9280,1 to 9,English
517,Horndean Christian Day School #1963,Box 79,Horndean,R0G 0Z0,(204) 829-3354,() -,1 to 12,English
518,Hosanna Christian School #2263,Unit C-1 431 Thames Street,Winnipeg,R2L 0V4,(204) 944-8237,() -,1 to 12,English
519,Interlake Mennonite Fellowship School #1236,Box 388,Arborg,R0C 0A0,(204) 364-2328,(0) -,1 to 12,English
520,Lake Centre Mennonite Fellowship Sch. #1509,Box 838,Arborg,R0C 0A0,(204) 364-2201,(0) -,K to 10,English
521,Lightfield Mennonite School #2273,Box 41,Hordean,R0G 0Z0,(204) 324-5381,() -,1 to 10,English
522,Lighthouse Christian School #2145,Box 1360,Portage La Prairie,R1N 3N9,(204) 428-5332,(204) 428-5386,K to 12,English
563,Canadian International School (Cisb) #2288,C/O Ed. Admin. Services Branch 507-1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 000-0000,(204) 000-0000,9 to 12,English
564,Clifford School #2201,C/O Ed. Admin Services Branch 507-1181 Portage Ave.,Winnipeg,R3G 0T3,(204) 999-9999,() -,K to 12,English
565,Cmis Canada #2274,C/O Ed. Admin. Services Branch 507 - 1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 000-0000,(204) 000-0000,K to 12,English
566,Heritage International School #2253,C/O Education Admin. Services 507 - 1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 999-9999,(204) 999-9999,K to 12,English
567,Kemer Canadian High School Programme #2251,C/O Education Admin. Services 507 - 1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 999-9999,(204) 999-9999,K to 12,English
568,Lertlah International Program School #2214,C/O Ed. Admin Services Branch 507-1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 999-9999,(204) 999-9999,K to 8,English
569,Maple Bear School #2309,C/O Ed. Admin Services Branch 507-1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 999-9999,() -,9 to 12,English
570,Novopecherska School #2325,C/O Ed. Admin Services Branch 507-1181 Portage Avenue,Winnipeg,R3G 0T3,(204) 000-0000,(204) 000-0000,9 to 12,English
571,Yang Guang Qing School Of Beijing #2148,C/O Ed. Admin. Services Branch 507-1181 Portage Ave.,Winnipeg,R3G 0T3,(204) 000-0000,(204) 000-0000,10 to 12,English
572,Binscarth Elementary #1705,Box 130,Binscarth,R0J 0G0,(204) 842-2802,(204) 532-2294,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
573,Birtle Collegiate #1042,Box 370,Birtle,R0M 0C0,(204) 842-3315,() -,5 to 12,"English, French: Communication and Culture - Grades 4-12"
574,Birtle Elementary #1426,Box 340,Birtle,R0M 0C0,(204) 842-3463,(204) 842-3463,K to 4,"Early Start French, English, French: Communication and Culture - Grades 4-12"
575,Decker Colony School #1014,Decker Colony Box 8,Decker,R0M 0K0,(204) 764-2225,(204) 764-2538,K to 12,English
576,Hamiota Collegiate #1554,Box 200,Hamiota,R0M 0T0,(204) 842-2803,(204) 764-2725,6 to 12,"English, French: Communication and Culture - Grades 4-12"
577,Hamiota Elementary #1277,Box 427,Hamiota,R0M 0T0,(204) 842-2823,(204) 764-2385,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
578,Inglis Elementary #1057,Box 30,Inglis,R0J 0X0,(204) 842-2806,(204) 564-2491,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
579,Major Pratt School #1727,General Delivery,Russell,R0J 1W0,(204) 842-2812,(204) 773-3470,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
580,Miniota School #1093,Box 190,Miniota,R0M 1M0,(204) 842-2826,(204) 567-3506,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
581,Monarch Colony School #2313,Monarch Colony Farms Ltd. Box 226,Foxwarren,R0J 0R0,(204) 847-2008,(204) 000-0000,K to 12,English
582,Rossburn Collegiate #1546,Box 370,Rossburn,R0J 1V0,(204) 842-2810,(204) 859-3044,9 to 12,English
583,Rossburn Elementary #1827,Box 160,Rossburn,R0J 1V0,(204) 842-2804,(204) 859-2016,K to 8,"English, French: Communication and Culture - Grades 4-12"
584,Shoal Lake School #1566,Box 10,Shoal Lake,R0J 1Z0,(204) 842-2822,() -,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
585,Strathclair Community School #1125,Box 130,Strathclair,R0J 2C0,(204) 842-2801,(204) 365-2085,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
586,Waywayseecappo Community School #1555,Box 9,Waywayseecappo,R0J 1S0,(204) 859-2811,(204) 859-2992,N to 8,English
587,Waywayseecappo Learning Centre #2245,Box 9,Waywayseecappo,R0J 1S0,(204) 859-2879,(204) 859-2403,9 to 12,English
588,Acadia Junior High School #1138,175 Killarney Avenue,Winnipeg,R3T 3B3,(204) 269-6210,(204) 269-2369,7 to 9,"English, French: Communication and Culture - Grades 4-12"
589,Arthur A. Leach Junior High #1104,1827 Chancellor Drive,Winnipeg,R3T 4C4,(204) 269-1674,(204) 269-7832,5 to 9,"English, French: Communication and Culture - Grades 4-12"
590,Bairdmore School #1958,700 Bairdmore Boulevard,Winnipeg,R3T 5R3,(204) 261-3350,(204) 269-9946,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
591,Beaumont School #1676,5880 Betsworth Avenue,Winnipeg,R3R 0J7,(204) 895-2820,(204) 895-3196,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
592,Beaverlodge School #1754,6691 Rannock Avenue,Winnipeg,R3R 1Z3,(204) 895-8213,(204) 895-0804,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
593,Chancellor Elementary #1914,1520 Chancellor Drive,Winnipeg,R3T 4P8,(204) 261-9535,(204) 275-6571,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
594,Dalhousie School #1378,262 Dalhousie Drive,Winnipeg,R3T 2Z1,(204) 269-4101,(204) 261-8374,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
595,Fort Richmond Collegiate #1281,99 Killarney Avenue,Winnipeg,R3T 3B3,(204) 275-7520,(204) 261-7624,10 to 12,"English, French: Communication and Culture - Grades 4-12"
596,General Byng School #1231,1250 Beaumont Street,Winnipeg,R3T 0L8,(204) 452-3040,(204) 284-9287,K to 9,"Early Start French, English, French: Communication and Culture - Grades 4-12"
597,Henry G. Izatt Middle School #2132,960 Scurfield Blvd.,Winnipeg,R3Y 1N6,(204) 489-1239,(204) 489-1370,5 to 9,"English, French: Communication and Culture - Grades 4-12"
598,Laidlaw School #1273,515 Laidlaw Boulevard,Winnipeg,R3P 0L2,(204) 888-1678,(204) 888-2058,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
599,Linden Meadows School #2030,335 Lindenwood Drive East,Winnipeg,R3P 2H1,(204) 489-0799,(204) 489-8803,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
600,Oak Park High #1691,820 Charleswood Road,Winnipeg,R3R 1K6,(204) 895-7221,(204) 895-8889,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
601,Oakenwald School #1227,666 Oakenwald Avenue,Winnipeg,R3T 1M4,(204) 474-0269,(204) 477-8504,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
602,Pacific Junction School #1975,715 Cathcart Street,Winnipeg,R3R 3M7,(204) 831-7099,(204) 832-5754,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
603,Pembina Trails Alternative High School #2304,315 Chancellor Matheson Road,Winnipeg,R3T 1Z2,(204) 488-7357,() -,11 to 12,English
604,Pembina Trails Early College School #2322,250-100 Innovation Drive,Winnipeg,R3T 6G2,(204) 509-7849,(204) 000-0000,9 to 12,English
605,R.H.G. Bonnycastle School #1263,1100 Chancellor Drive,Winnipeg,R3T 4W8,(204) 261-9400,(204) 269-3797,K to 4,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
606,Ralph Maybank School #1393,20 Donnelly Street,Winnipeg,R3T 0S4,(204) 453-4631,(204) 452-6399,K to 6,"English, French: Communication and Culture - Grades 4-12"
607,River West Park School #1202,30 Stack Street,Winnipeg,R3R 2H3,(204) 895-7225,(204) 888-2515,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
628,Austin Elementary #1864,Box 130,Austin,R0H 0C0,(204) 637-2240,() -,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
629,Beaver Creek School #1859,Aspenheim Colony Box 179,Austin,R0H 0C0,(204) 274-2722,() -,K to 12,English
630,Cascade Colony School #2003,Box 179,Austin,R0H 0C0,(204) 685-2912,(204) 685-2931,K to 12,English
631,Emerald Colony School #2283,Se 35-14-12w Box 179,Austin,R0H 0C0,(204) 385-3475,() -,K to 12,English
632,Forest Home School #1817,Riverdale Colony Box 179,Austin,R0H 0C0,(204) 385-2227,(204) 385-2227,K to 12,English
633,Gladstone Elementary #1753,Box 690,Gladstone,R0J 0T0,(204) 385-2613,(204) 385-3030,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
634,Hidden Valley School #1220,Hidden Valley Colony Box 179,Austin,R0H 0C0,(204) 637-2312,() -,K to 12,English
635,Langruth Elementary #1023,Box 148,Langruth,R0H 0N0,(204) 445-2001,(204) 445-2274,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
636,Macgregor Collegiate #1465,Box 160,Macgregor,R0H 0R0,(204) 685-2047,() -,9 to 12,"English, French: Communication and Culture - Grades 4-12"
637,Macgregor Elementary #1447,Box 10,Macgregor,R0H 0R0,(204) 685-2249,(204) 685-2755,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
638,Muller School #1898,Box 179,Austin,R0H 0C0,(204) 274-2463,(204) 274-2240,K to 12,English
639,Plumas Elementary #1726,Box 40,Plumas,R0J 1P0,(204) 386-2250,(204) 386-2137,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
640,West Plains School #1146,Box 179,Austin,R0H 0C0,(204) 385-2980,(204) 385-2941,K to 12,English
641,William Morton Collegiate #1874,Box 510,Gladstone,R0J 0T0,(204) 385-2845,() -,7 to 12,"English, French: Communication and Culture - Grades 4-12"
642,Brantwood School #1989,Brantwood Colony 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 267-2094,() -,K to 12,English
643,Brennan School #1703,Elm River Colony-Newton Siding 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 267-2700,(204) 267-2040,K to 12,English
644,Fort La Reine School #1269,36 - 13th Street N.W.,Portage La Prairie,R1N 2T5,(204) 857-7687,(204) 239-5740,K to 6,"English, French: Communication and Culture - Grades 4-12"
645,Good Hope Colony School #1438,Good Hope Colony 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 252-2568,(204) 252-2986,K to 12,English
646,Ingleside School #1539,Grande Colony (Oakville) 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 267-2265,() -,K to 12,English
647,La Verendrye School #1837,500 - 7th Avenue N.W.,Portage La Prairie,R1N 0A5,(204) 857-3478,(204) 239-5927,K to 8,"English, French: Communication and Culture - Grades 4-12"
648,Norquay Colony School #2040,C/O Portage La Prarie Sd 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 267-2133,() -,K to 12,English
649,North Memorial School #1849,410 - 6th Avenue N.E.,Portage La Prairie,R1N 0B4,(204) 857-4564,(204) 239-5964,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
650,Northern Breeze Colony School #2134,C/O Portage La Prairie Sd 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 857-7521,(204) 239-4414,K to 12,English
651,Oakville School #1237,Box 130,Oakville,R0H 0Y0,(204) 267-2733,(204) 267-2603,K to 8,"English, French: Communication and Culture - Grades 4-12"
652,Portage Collegiate Institute #1029,65 - 3rd Street S.W.,Portage La Prairie,R1N 2B6,(204) 857-6843,(204) 239-5905,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
653,Sommerfeld Colony School #1757,Sommerfeld Colony (High Bluff) 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 243-2487,(204) 243-2050,K to 12,English
654,Sunnyside School #1055,Sunnyside Colony 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 267-2632,(204) 267-2632,K to 12,English
655,Westroc School #2063,C/O Portage La Prairie Sd 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 274-2786,() -,K to 12,English
656,Woodland Colony School #1003,Woodland Colony (Poplar Point) 65 - 3rd Street Sw,Portage La Prairie,R1N 2B6,(204) 243-2435,(204) 243-2465,K to 12,English
657,Yellowquill School #1858,Box 1000,Portage La Prairie,R1N 3C4,(204) 857-8714,(204) 239-5906,K to 8,"English, French: Communication and Culture - Grades 4-12"
658,cole Arthur Meighen School #1142,201 River Road,Portage La Prairie,R1N 3W2,(204) 857-3405,(204) 239-5943,5 to 8,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
659,cole Crescentview School #1634,751 Crescent Road East,Portage La Prairie,R1N 0Y2,(204) 857-3475,(204) 239-5930,K to 4,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
660,Barrickman Colony School #1871,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
661,Blooming Prairie Colony School #2276,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
662,Bon Homme Colony School #1422,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
663,Boyne View School #1230,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
664,Carman Collegiate #1800,Box 1510,Carman,R0G 0J0,(204) 745-2001,(204) 745-6288,6 to 12,"English, French: Communication and Culture - Grades 4-12"
665,Carman Elementary #1872,Box 1510,Carman,R0G 0J0,(204) 745-2623,(204) 745-3295,K to 5,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
666,Clearview Colony School #1369,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
667,Eagle Creek Colony School #2312,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
668,Elm Creek School #1289,Box 40,Elm Creek,R0G 0N0,(204) 436-2354,(204) 436-2659,K to 12,"English, French: Communication and Culture - Grades 4-12"
669,Huron Colony School #1527,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2704,(204) 353-2706,K to 12,English
670,Iberville Colony School #1751,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
671,James Valley Colony School #1052,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
672,Lakeside Colony School #1053,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
673,Maple Creek School #1290,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 435-2299,() -,K to 12,English
674,Maxwell Colony School #1642,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
675,Miami School #1514,Box 220,Miami,R0G 1H0,(204) 435-2441,(204) 435-2464,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
676,Midland Adult Education Centre #2170,72 Main Street South Box 2060,Carman,R0G 0J0,(204) 745-2095,(204) 745-3823,9 to 12,English
677,Roland Elementary #1581,Box 93,Roland,R0G 1T0,(204) 343-2023,(204) 343-2254,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
678,Rosebank Colony School #2033,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 435-2269,() -,K to 12,English
679,Rosedale Colony School #1722,Box 56 #3 Pr 248 South,Elie,R0H 0H0,(204) 353-2297,(204) 353-2706,K to 12,English
690,Baldur School #1439,Box 340,Baldur,R0K 0B0,(204) 535-2314,() -,K to 12,English
691,Boyne Valley School #1092,Oak Ridge Colony Box 279,Holland,R0G 0X0,(204) 526-2533,() -,K to 12,English
692,Cartwright School #2072,General Delivery,Cartwright,R0K 0L0,(204) 529-2357,() -,K to 11,English
693,Crystal City Early Years School #1445,Box 220,Crystal City,R0K 0N0,(204) 873-2476,() -,K to 3,English
694,Evergreen Colony School #1559,Evergreen Colony Box 297,Somerset,R0G 2L0,(204) 744-2030,() -,K to 12,English
695,Fairholme Colony School #1635,Fairholme Colony Box 550,Portage La Prairie,R1N 3B9,(204) 252-2289,() -,K to 12,English
696,Glenboro School #1909,Box 550,Glenboro,R0K 0X0,(204) 827-2593,() -,K to 12,English
697,Harmony Colony School #2278,Box 171,Rathwell,R0G 1S0,(204) 749-2356,() -,K to 12,English
698,Holland Elementary #1322,Box 10,Holland,R0G 0X0,(204) 526-2179,() -,K to 8,English
699,Kamsley School #2047,Box 403,N.-D.-De-Lourdes,R0G 1M0,(204) 744-2145,() -,K to 12,English
700,Manitou Elementary #1591,Box 66,Manitou,R0G 1G0,(204) 242-2844,() -,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
701,Nellie Mcclung Collegiate #1096,Box 339,Manitou,R0G 1G0,(204) 242-2640,() -,7 to 12,"English, French: Communication and Culture - Grades 4-12"
702,New Rosedale School #1348,New Rosedale Colony Box 460,Portage La Prairie,R1N 3B7,(204) 252-2870,() -,K to 12,English
703,Pilot Mound School #1301,Box 299,Pilot Mound,R0G 1P0,(204) 825-2559,() -,9 to 12,English
704,Prairie Mountain Elementary School #1553,Box 340,Swan Lake,R0G 2S0,(204) 836-2855,() -,K to 8,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
705,Prairie Mountain High School #1370,Box 250,Somerset,R0G 2L0,(204) 744-2751,() -,9 to 12,"English, Partial Francais"
706,Sandy Bank School #1644,General Delivery Cypress River Colony,Cypress River,R0K 0P0,(204) 743-2208,() -,K to 12,English
707,Shady Lane School #2084,Box 26,Treherne,R0G 2V0,(204) 723-2097,() -,K to 12,English
708,Shamrock School #1977,Box 212,Baldur,R0K 0B0,(204) 535-2120,() -,K to 12,English
709,St. Claude School Complex #1340,Box 250,St. Claude,R0G 1Z0,(204) 379-2441,() -,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12, Partial Francais"
720,Albright School #2052,Oak Bluff Colony Box 819,Morris,R0G 1K0,(204) 746-8518,() -,K to 12,English
721,J. A. Cuddy Elementary #1771,Box 148,Sanford,R0G 2J0,(204) 736-2282,(204) 736-4196,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
722,Lowe Farm School #1792,Box 250,Lowe Farm,R0G 1E0,(204) 746-8068,(204) 746-6123,K to 8,English
723,Morris School #1084,Box 548,Morris,R0G 1K0,(204) 746-2612,(204) 746-2126,K to 12,English
724,Oak Bluff Community School #1893,155 Agri Park Road,Oak Bluff,R4G 0A5,(204) 895-0004,(204) 897-0347,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
725,Peace Valley School #1069,Homewood Colony,Starbuck,R0G 2P0,(204) 735-2863,() -,K to 12,English
726,Rosenort School #1579,Box 70,Rosenort,R0G 1W0,(204) 746-8355,() -,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
727,Sanford Collegiate #1191,Box 70 130 Blythefield Road,Sanford,R0G 2J0,(204) 736-2366,(204) 736-4177,9 to 12,"English, French: Communication and Culture - Grades 4-12"
728,Starbuck School #1633,Box 10,Starbuck,R0G 2P0,(204) 735-2779,(204) 735-2213,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
729,Suncrest Colony School #1299,Box 4,Tourond,R0A 2G0,(204) 433-7970,(204) 433-3161,K to 12,English
730,Vermillion Colony School #1944,Vermillion Colony Box 238,Sanford,R0G 2J0,(204) 736-4223,() -,K to 12,English
731,cole Hritage Immersion #1824,Case Postale 489,St. Pierre-Jolys,R0A 1V0,(204) 433-3460,(204) 433-7175,M to 12,Early Immersion
732,cole Saint-Malo School #1035,P.O. Box 190,St. Malo,R0A 1T0,(204) 347-5255,(204) 347-5021,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12, Partial Francais"
733,Angus Mckay School #1621,850 Woodvale Street,Winnipeg,R2K 2G8,(204) 661-2378,(204) 668-9283,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
734,Arthur Day Middle School #1762,43 Whitehall Boulevard,Winnipeg,R2C 0Y3,(204) 958-6522,(204) 222-4865,6 to 8,"English, French: Communication and Culture - Grades 4-12"
735,Bernie Wolfe School #1869,95 Bournais Drive,Winnipeg,R2C 3Z2,(204) 958-6532,(204) 667-9871,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12, Ukrainian"
736,Bertrun E. Glavin School #1139,166 Antrim Road,Winnipeg,R2K 3L2,(204) 669-1277,(204) 668-9361,K to 5,"English, French: Communication and Culture - Grades 4-12"
737,Bird's Hill School #1367,3950 Raleigh Street,East St. Paul,R2E 0G9,(204) 663-7669,(204) 668-9378,K to 5,"English, French: Communication and Culture - Grades 4-12"
738,Chief Peguis Middle School #1805,1400 Rothesay Street,Winnipeg,R2G 1V2,(204) 668-9442,(204) 667-4506,6 to 8,"English, French: Communication and Culture - Grades 4-12, German, Ukrainian"
739,Collge Miles Macdonell Collegiate #1233,757 Roch Street,Winnipeg,R2K 2R1,(204) 667-1103,(204) 654-3803,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12, Late Immersion"
740,Collge Pierre-Elliott-Trudeau #2032,216 Rue Redonda,Winnipeg,R2C 1L6,(204) 958-6888,(204) 222-4883,9 to 12,Early Immersion
741,Donwood School #1747,400 Donwood Drive,Winnipeg,R2G 0X4,(204) 668-9438,(204) 668-9269,K to 5,"English, French: Communication and Culture - Grades 4-12, German"
742,Dr. F.W.L. Hamilton School #1109,3225 Henderson Hwy,East St. Paul,R2E 0J2,(204) 661-2500,(204) 669-7001,K to 5,"English, French: Communication and Culture - Grades 4-12"
743,Emerson School #1748,323 Emerson Street,Winnipeg,R2G 1G3,(204) 669-4430,(204) 667-8911,K to 5,"English, French: Communication and Culture - Grades 4-12"
744,Hampstead School #1519,920 Hampstead Avenue,Winnipeg,R2K 2A3,(204) 654-1818,(204) 668-9417,K to 5,"English, French: Communication and Culture - Grades 4-12"
745,Harold Hatcher School #1776,500 Redonda Street,Winnipeg,R2C 3T7,(204) 958-6880,(204) 224-4702,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
746,John De Graff School #1265,1020 Louelda Street,Winnipeg,R2K 3Z4,(204) 669-1280,(204) 668-9413,K to 5,"English, French: Communication and Culture - Grades 4-12"
747,John G. Stewart School #2136,2069 Henderson Highway,Winnipeg,R2G 1P7,(204) 338-3670,(204) 334-0074,5 to 12,English
748,John Pritchard School #1556,1490 Henderson Highway,Winnipeg,R2G 1N5,(204) 339-1984,(204) 334-9899,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
749,John W. Gunn Middle School #1663,351 Harold Avenue West,Winnipeg,R2C 2C9,(204) 958-6500,(204) 222-4967,6 to 8,"English, French: Communication and Culture - Grades 4-12"
