,name,address,city,postal_code,phone,fax,grades,program
750,Joseph Teres School #1992,131 Sanford Fleming Drive,Winnipeg,R2C 5B8,(204) 958-6860,(204) 224-4749,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
751,Kildonan-East Collegiate #1847,845 Concordia Avenue,Winnipeg,R2K 2M6,(204) 667-2960,(204) 667-1203,9 to 12,"English, French: Communication and Culture - Grades 4-12"
752,Lord Wolseley School #1011,939 Henderson Hwy,Winnipeg,R2K 2M2,(204) 661-2384,(204) 668-9363,K to 5,"English, French: Communication and Culture - Grades 4-12"
783,Cool Spring Colony School #1163,Cool Spring Colony Box 1015,Minnedosa,R0J 1E0,(204) 865-2350,(204) 865-2350,K to 12,English
784,Deerboine Colony School #1728,Deerboine Colony R. R. #1,Alexander,R0K 0A0,(204) 728-1106,() -,K to 12,English
785,Douglas Elementary #1169,Box 197,Douglas,R0K 0R0,(204) 763-4480,(204) 763-4893,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
786,Elton Collegiate #1723,205 Hillman Avenue,Forrest,R0K 0W0,(204) 728-7676,(204) 727-5142,9 to 12,"English, French: Communication and Culture - Grades 4-12"
787,Erickson Collegiate Institute #1818,Box 370,Erickson,R0J 0P0,(204) 636-2605,(204) 636-2383,7 to 12,"English, French: Communication and Culture - Grades 4-12"
788,Erickson Elementary #1918,General Delivery,Erickson,R0J 0P0,(204) 636-2266,(204) 636-2503,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
789,Forrest Elementary #1876,General Delivery,Forrest,R0K 0W0,(204) 728-7674,(204) 726-5803,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
790,Glendale School #1679,Hillside Colony General Delivery,Justice,R0K 1C0,(204) 763-4963,() -,K to 12,English
791,Minnedosa Adult Learning Centre #2182,Box 1170,Minnedosa,R0J 1E0,(204) 867-2519,(204) 867-2519,9 to 12,English
792,Minnedosa Collegiate #1501,Box 1230,Minnedosa,R0J 1E0,(204) 867-2794,(204) 867-5170,9 to 12,"English, French: Communication and Culture - Grades 4-12"
793,Oak River Colony School #2139,Box 38,Oak River,R0K 1T0,(204) 272-8051,(204) 272-8052,K to 12,English
794,Oak River Elementary #1158,Box 89,Oak River,R0K 1T0,(204) 566-2167,(204) 566-2118,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
795,Onanole Elementary #1924,Box 8,Onanole,R0J 1N0,(204) 848-2402,(204) 848-2182,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
796,Rapid City School #1324,Box 100,Rapid City,R0K 1W0,(204) 826-2824,(204) 826-2305,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
797,Rivers Collegiate #1794,Box 519,Rivers,R0K 1X0,(204) 328-5364,(204) 328-7592,7 to 12,"English, French: Communication and Culture - Grades 4-12"
798,Rivers Elementary #1636,Box 610,Rivers,R0K 1X0,(204) 328-7416,(204) 328-7918,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
799,Tanner's Crossing School #1560,Box 1110,Minnedosa,R0J 1E0,(204) 867-2591,(204) 867-2959,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
800,Westview Colony School #2297,Box 250,Newdale,R0J 1J0,(204) 566-2149,() -,K to 12,English
801,Arborgate School #1649,71 Normandeau Bay,La Broquerie,R0A 0W0,(204) 424-5607,(204) 424-5206,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12, Intensive French (English Program)"
802,Collge Lorette Collegiate #1115,1082 Dawson Road,Lorette,R5K 0S8,(204) 878-2887,(204) 878-3582,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
803,Collge Saint-Norbert Collegiate #1475,870 Ste. Therese Avenue,St. Norbert,R3V 1H8,(204) 269-4920,(204) 269-9969,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
804,Dawson Trail School #1316,P.O. Box 70 425 Senez Street,Lorette,R5K 1E3,(204) 878-2929,(204) 878-3576,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
805,La Barriere Crossings School #2115,245 Lemaire Street,St. Norbert,R3V 1M2,(204) 275-5048,(204) 275-6299,5 to 8,"English, French: Communication and Culture - Grades 4-12"
806,La Salle School #1785,43 Beaudry Street,La Salle,R0G 0A1,(204) 736-4366,(204) 736-2709,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
807,Parc La Salle School #1716,190 Houde Drive,St. Norbert,R3V 1C5,(204) 269-1503,(204) 261-4626,K to 4,"Early Start French, English, French: Communication and Culture - Grades 4-12"
808,Richer School #1600,Box 9 Dawson Road,Richer,R0E 1S0,(204) 422-5490,(204) 422-8625,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
809,Ste. Anne Adult Learning Centre #2176,Box 1113 34 Centrale Ave.,Ste. Anne,R5H 1C1,(204) 422-5627,(204) 422-5633,9 to 12,English
810,Ste. Anne Collegiate #2089,197 St. Alphonse Avenue,Ste Anne,R5H 1G3,(204) 422-5417,(204) 422-5614,9 to 12,"English, French: Communication and Culture - Grades 4-12"
811,Ste. Anne Elementary School #1442,177 St. Alphonse Avenue,Ste. Anne,R5H 1G3,(204) 422-8776,(204) 422-8262,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
812,cole Lorette Immersion #2138,475 Rue Senez,Lorette,R5K 1E3,(204) 878-4233,(204) 878-4237,M to 8,Early Immersion
813,cole Saint-Norbert Immersion #1622,900 Avenue Sainte-Th̩r̬se,St. Norbert,R3V 1H8,(204) 261-4430,(204) 269-0925,M to 8,Early Immersion
814,cole Sainte-Anne Immersion #1609,167 Avenue St-Alphonse,Ste. Anne,R5H 1G3,(204) 422-8762,(204) 422-8498,M to 8,Early Immersion
815,cole St. Adolphe School #1632,444 La Seine Street,St. Adolphe,R5A 1C2,(204) 883-2182,(204) 883-2612,K to 8,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
816,cole le-Des-Chnes School #1702,Box 520 455 D'Auteuil Street,Ile Des Chenes,R0A 0T0,(204) 878-2898,(204) 878-3491,K to 8,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
817,Adult Education Centres (Aec) Inc. #2180,1747 Main Street,Winnipeg,R2V 1Z6,(204) 589-9852,(204) 589-2504,9 to 12,English
818,Amber Trails Community School #2294,1575 Templeton Avenue,Winnipeg,R2P 2T5,(204) 697-5965,(204) 632-4899,K to 8,"English, French: Communication and Culture - Grades 4-12"
819,Arthur E. Wright Community School #1088,1520 Jefferson Avenue,Winnipeg,R2P 1K1,(204) 632-6314,(204) 632-6198,K to 8,"English, Filipino, French: Communication and Culture - Grades 4-12"
820,Collicutt School #1410,75 Cottingham Street,Winnipeg,R2V 3B5,(204) 338-7937,(204) 663-8481,K to 5,"English, French: Communication and Culture - Grades 4-12"
821,Collge Garden City Collegiate #1564,711 Jefferson Avenue,Winnipeg,R2V 0P7,(204) 339-2058,(204) 334-7252,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
822,Edmund Partridge Community School #2259,1874 Main Street,Winnipeg,R2V 2A6,(204) 339-9889,(204) 334-0565,6 to 8,"English, French: Communication and Culture - Grades 4-12"
823,Elwick Community School #1639,30 Maberley Road,Winnipeg,R2P 0B2,(204) 633-5641,(204) 633-7168,K to 8,"English, French: Communication and Culture - Grades 4-12"
824,Forest Park School #1050,130 Forest Park Drive,Winnipeg,R2V 2R8,(204) 338-9341,(204) 334-4808,K to 5,"English, French: Communication and Culture - Grades 4-12"
825,Governor Semple School #1295,150 Hartford Avenue,Winnipeg,R2V 0V7,(204) 339-7112,(204) 334-7356,K to 5,"English, French: Communication and Culture - Grades 4-12"
826,H. C. Avery Middle School #1333,10 Marigold Bay,Winnipeg,R2V 2M1,(204) 334-4391,(204) 334-8474,6 to 8,"English, French: Communication and Culture - Grades 4-12"
827,James Nisbet Community School #1375,70 Doubleday Drive,Winnipeg,R2P 0P4,(204) 633-8870,(204) 632-6136,K to 5,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
828,Maples Collegiate #1892,1330 Jefferson Avenue,Winnipeg,R2P 1L3,(204) 632-6641,(204) 694-7229,9 to 12,"English, French: Communication and Culture - Grades 4-12"
829,Maples Met School #2306,1330 Jefferson Avenue,Winnipeg,R2P 1L3,(204) 586-8061,(204) 589-2504,9 to 12,English
830,Margaret Park School #1769,385 Cork Avenue,Winnipeg,R2V 1R6,(204) 338-9384,(204) 334-6876,K to 6,"English, French: Communication and Culture - Grades 4-12"
831,Met School #2298,640 Jefferson Avenue,Winnipeg,R2V 0P7,(204) 336-5050,(204) 334-7293,9 to 12,English
832,O. V. Jewitt Elementary #1080,66 Neville Street,Winnipeg,R2P 1W3,(204) 633-1714,(204) 694-1081,K to 8,"English, French: Communication and Culture - Grades 4-12"
833,Riverbend Community School #2096,123 Red River Boulevard West,Winnipeg,R2V 3X9,(204) 334-8417,(204) 334-9031,K to 5,"English, French: Communication and Culture - Grades 4-12, Ojibwe"
834,Seven Oaks Adult Learning Centre #2244,950 Jefferson Avenue,Winnipeg,R2P 1W1,(204) 632-1716,(204) 632-1889,9 to 12,English
835,Shkola R.F. Morrison School #1078,25 Morrison Street,Winnipeg,R2V 3B3,(204) 338-7804,(204) 339-0540,K to 6,"English, French: Communication and Culture - Grades 4-12, Ukrainian"
836,Urban Circle Training Centre Inc. #2195,519 Selkirk Avenue,Winnipeg,R2W 2M6,(204) 589-4433,(204) 582-6439,9 to 12,English
847,Deloraine School #1594,Box 448,Deloraine,R0M 0M0,(204) 483-6296,(204) 747-3956,K to 12,"English, French: Communication and Culture - Grades 4-12"
848,Green Acres Colony School #2049,Box 190,Wawanesa,R0K 2G0,(204) 824-2340,(204) 824-2112,K to 8,English
849,Hartney School #1153,Box 130,Hartney,R0M 0X0,(204) 483-6295,(204) 858-2156,K to 12,English
850,Maple Grove Colony School #1372,Box 40,Lauder,R0M 1C0,(204) 858-2204,() -,K to 12,English
851,Melita School #1385,Box 579,Melita,R0M 1L0,(204) 483-6293,(204) 522-3126,K to 12,"English, French: Communication and Culture - Grades 4-12"
852,Nature Valley Colony School #1186,Box 308,Wawanesa,R0K 2G0,(204) 824-2038,(204) 824-2038,K to 12,English
853,Newdale Colony School #1772,Box 396,Souris,R0K 2C0,(204) 725-0412,() -,K to 12,English
854,Oakland School #2314,Box 24,Carroll,R0K 0K0,(204) 483-7337,(204) 483-7361,K to 12,English
855,Pierson School #1615,Box 250,Pierson,R0M 1S0,(204) 483-6292,(204) 634-2505,K to 12,English
856,Souris River Colony School #1066,Box 178,Souris,R0K 2C0,(204) 769-2267,() -,K to 12,English
857,Souris School #1250,Box 639,Souris,R0K 2C0,(204) 483-2161,(204) 483-2828,K to 12,English
858,Waskada School #1458,Box 190,Waskada,R0M 2E0,(204) 483-6297,(204) 673-2240,K to 12,English
859,Wawanesa School #1396,Box 310,Wawanesa,R0K 2G0,(204) 483-6298,(204) 824-2659,K to 12,English
860,Athlone School #1466,110 Athlone Drive,Winnipeg,R3J 3L4,(204) 832-1373,(204) 885-2273,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12, Intensive French (English Program)"
861,Brooklands School #1524,1950 Pacific Avenue W,Winnipeg,R2R 0G4,(204) 633-9630,(204) 633-7773,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
862,Bruce Middle School #1467,333 Booth Drive,Winnipeg,R3J 3M8,(204) 888-1990,(204) 888-1379,6 to 8,"English, French: Communication and Culture - Grades 4-12, Intensive French (English Program)"
863,Buchanan School #1167,815 Buchanan Boulevard,Winnipeg,R2Y 1N1,(204) 888-0680,(204) 831-7124,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
864,Collge Sturgeon Heights Collegiate #1135,2665 Ness Avenue,Winnipeg,R3J 1A5,(204) 888-0684,(204) 889-0796,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
865,Crestview School #1358,333 Morgan Crescent,Winnipeg,R2Y 0C9,(204) 885-7710,(204) 885-7711,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
866,Educational Support Services #1002,1 Braintree Crescent,Winnipeg,R3J 1C7,(204) 885-1334,(204) 885-7594,K to 12,English
867,George Waters Middle School #2107,190 Ferry Road,Winnipeg,R3J 1V7,(204) 888-4898,(204) 832-7657,6 to 8,"English, French: Communication and Culture - Grades 4-12"
868,Golden Gate Middle School #1627,330 Bruce Avenue,Winnipeg,R3J 0V8,(204) 837-5808,(204) 889-9598,6 to 8,"English, French: Communication and Culture - Grades 4-12"
869,Hedges Middle School #1517,369 Fairlane Avenue,Winnipeg,R2Y 0B6,(204) 837-5843,(204) 888-8093,6 to 8,"English, French: Communication and Culture - Grades 4-12"
870,Heritage School #1760,47 Heritage Boulevard,Winnipeg,R2Y 0N9,(204) 837-1394,(204) 832-6676,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
871,Jameswood Alternative School #2260,1 Braintree Crescent,Winnipeg,R3J 1C7,(204) 885-9555,(204) 885-7594,9 to 12,English
872,John Taylor Collegiate #1342,470 Hamilton Avenue,Winnipeg,R2Y 0H4,(204) 888-8930,(204) 889-9999,9 to 12,"English, French: Communication and Culture - Grades 4-12"
873,Lakewood School #1597,55 Kay Crescent,Winnipeg,R2Y 1L1,(204) 889-9360,(204) 889-9361,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
874,Lincoln Middle School #1307,3180 Mcbey Avenue,Winnipeg,R3K 0T7,(204) 837-8397,(204) 885-3368,6 to 8,"English, French: Communication and Culture - Grades 4-12"
875,Linwood School #1452,266 Linwood Street,Winnipeg,R3J 2C6,(204) 889-9356,(204) 885-2234,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
876,Phoenix School #1197,111 Alboro Street,Headingley,R4J 1A3,(204) 889-5053,(204) 889-5060,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
877,Sansome School #1655,181 Sansome Avenue,Winnipeg,R3K 0N8,(204) 889-6000,(204) 889-6007,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
878,St. James Collegiate #1781,1900 Portage Avenue,Winnipeg,R3J 0J1,(204) 888-4867,(204) 889-0830,9 to 12,"English, French: Communication and Culture - Grades 4-12"
879,Stevenson School #1506,1777 Silver Avenue,Winnipeg,R3J 1B1,(204) 832-1359,(204) 832-1350,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
890,Anola School #1027,30 Academy Street,Anola,R0E 0A0,(204) 866-2962,(204) 866-3177,K to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12"
891,Centennial School #1361,Box 219,Lac Du Bonnet,R0E 1A0,(204) 345-2462,(204) 345-2458,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
892,Gillis School #1266,Box 1,Tyndall,R0E 2B0,(204) 268-4353,(204) 268-3989,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
893,Grafton School #1094,62078 Colony Road,Anola,R5L 0A7,(204) 268-2507,(204) 268-3451,K to 12,English
894,Gross Colony School #1881,Whiteshell Colony Box 65,River Hills,R0E 1T0,(204) 348-7055,(204) 348-2494,K to 12,English
895,Hazelridge School #1531,38 Myrtle Street,Hazelridge,R0E 0Y0,(204) 755-2214,(204) 755-2374,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12"
896,Heartland Colony School #2106,Box 61,Hazelridge,R0E 0Y0,(204) 755-2342,(204) 755-3383,K to 12,English
897,Hofer School #1809,Box 3140 R. R. #3,Beausejour,R0E 0C0,(204) 265-3522,(204) 265-3481,K to 12,English
898,Lac Du Bonnet Senior #1012,Box 908,Lac Du Bonnet,R0E 1A0,(204) 345-2585,(204) 345-6347,7 to 12,English
899,Oak Bank Elementary #1190,826 Cedar Avenue,Oakbank,R0E 1J0,(204) 444-2473,(204) 444-2953,K to 5,"Early Start French, English, French: Communication and Culture - Grades 4-12, Ukrainian"
900,Richland School #1352,"Ridgeland Colony R. R. #1, Box 508",Dugald,R0E 0K0,(204) 866-3293,(204) 866-4649,K to 12,English
901,Springfield Collegiate #1485,841 Cedar Avenue,Oakbank,R0E 1J1,(204) 444-2404,(204) 444-2533,9 to 12,"English, French: Communication and Culture - Grades 4-12"
902,Springfield Middle School #1296,860 Cedar Avenue,Oakbank,R0E 1J0,(204) 444-2995,(204) 444-2966,6 to 8,"English, French: Communication and Culture - Grades 4-12, Ukrainian"
903,Springwell School #1692,"Brightstone Colony Box 880, Rr1",Lac Du Bonnet,R0E 1A0,(204) 345-6410,(204) 345-9223,K to 12,English
904,Sunrise Adult Learning Centres Program #2239,Box 1778,Beausejour,R0E 0C0,(204) 268-4832,(204) 268-4841,9 to 12,English
905,Whitemouth School #1699,Box 187,Whitemouth,R0E 2G0,(204) 348-2595,(204) 348-2714,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
906,cole Beausjour Early Years #1749,Box 869,Beausejour,R0E 0C0,(204) 268-2664,(204) 268-4256,K to 5,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
907,cole Dugald School #1888,543 Holland Street,Dugald,R0E 0K0,(204) 853-7929,(204) 853-7395,K to 8,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
908,cole Edward-Schreyer School #1360,Box 20,Beausejour,R0E 0C0,(204) 268-2423,(204) 268-1157,6 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
909,cole Powerview School #1677,P.O. Box 157,Powerview,R0E 1P0,(204) 367-2296,(204) 367-2773,K to 12,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
910,Benito School #1487,Box 430,Benito,R0L 0C0,(204) 539-2466,(204) 539-2474,K to 8,"English, French: Communication and Culture - Grades 4-12"
911,Bowsman School #1097,Box 248,Bowsman,R0L 0H0,(204) 734-4506,(204) 238-4917,K to 8,"English, French: Communication and Culture - Grades 4-12"
912,Heyes Elementary #1193,Box 1000,Swan River,R0L 1Z0,(204) 734-3385,(204) 734-4202,K to 6,"English, French: Communication and Culture - Grades 4-12"
913,Minitonas School #1535,Box 160,Minitonas,R0L 1G0,(204) 734-5222,(204) 525-4412,K to 8,"English, French: Communication and Culture - Grades 4-12"
914,Swan River Adult Education Inc. #2189,Box 1330 128 - 5th Avenue North,Swan River,R0L 1Z0,(204) 734-9391,(204) 734-4965,9 to 12,English
915,Swan Valley Regional Secondary School #1576,Box 5000,Swan River,R0L 1Z0,(204) 734-4511,(204) 734-3855,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
916,Taylor Elementary #1085,Box 1269,Swan River,R0L 1Z0,(204) 734-4593,(204) 734-3112,K to 5,"English, French: Communication and Culture - Grades 4-12"
917,cole Swan River South School #1390,Box 1059,Swan River,R0L 1Z0,(204) 734-4518,(204) 734-3969,K to 8,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
918,Boissevain School #1521,Box 1030,Boissevain,R0K 0E0,(204) 534-2494,(204) 534-2993,K to 12,English
919,Can Am Colony School #2238,Box 69,Margaret,R0K 1J0,(204) 776-2151,() -,K to 12,English
920,Holmfield Colony School #1098,Holmfield Colony Box 927,Killarney,R0K 1G0,(204) 523-4355,() -,K to 12,English
921,Killarney School #1828,General Delivery,Killarney,R0K 1G0,(204) 523-4696,(204) 523-8545,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
922,Mayfair Colony School #1376,Mayfair Colony Box 1438,Killarney,R0K 1G0,(204) 523-8768,(204) 523-8622,K to 12,English
923,Minto School #1471,Box 174,Minto,R0K 1M0,(204) 776-2041,(204) 776-2160,K to 8,English
924,Turtle Mountain Adult Educ. Centre #2192,Box 1556 410 Broadway Avenue,Killarney,R0K 1G0,(204) 523-4492,(204) 523-4054,9 to 12,English
925,Wellwood School #1844,Wellwood Colony Box 603,Killarney,R0K 1G0,(204) 776-2344,(204) 776-2234,K to 12,English
926,Alonsa School #1613,Box 6,Alonsa,R0H 0A0,(204) 767-2168,(204) 767-2279,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
927,Glenella School #1063,Box 59,Glenella,R0J 0V0,(204) 352-4253,(204) 352-4330,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
928,Grass River School #1623,Grass River Colony Box 160,Glenella,R0J 0V0,(204) 352-4410,(204) 352-4410,K to 12,English
929,Mccreary School #1222,Box 220,Mccreary,R0J 1B0,(204) 835-2083,(204) 835-2660,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
930,Parkview School #1900,Parkview Colony Box 60,Riding Mountain,R0J 1T0,(204) 967-2572,(204) 967-2572,K to 12,English
931,Ste. Rose School #1335,Box 129,Ste Rose Du Lac,R0L 1S0,(204) 447-2088,(204) 447-2457,K to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12"
932,cole Laurier #1860,Case Postale 100,Laurier,R0J 1A0,(204) 447-2068,(204) 447-3048,M to 8,Early Immersion
933,Maple Leaf Elementary School #1919,225 - 12th Street,Morden,R6M 1Z3,(204) 822-4458,(204) 822-5491,K to 4,"Early Immersion, Early Start French, English, French: Communication and Culture - Grades 4-12"
934,Minnewasta School #2029,1 Academy Drive,Morden,R6M 1Z4,(204) 822-4580,(204) 822-3253,K to 4,"Early Start French, English, French: Communication and Culture - Grades 4-12"
935,Morden Adult Education Centre #2171,200-30 Stephen Street,Morden,R6M 2G3,(204) 822-1231,(204) 822-4136,9 to 12,English
936,Morden Collegiate #1428,345 - 5th Street,Morden,R6M 1Z1,(204) 822-4425,(204) 822-6455,9 to 12,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
937,Morden Middle School #1885,150 Wardrop Street,Morden,R6M 1Z2,(204) 822-6225,(204) 822-4662,5 to 8,"Early Immersion, English, French: Communication and Culture - Grades 4-12"
938,F. W. Gilbert School #1429,Box 160,Pinawa,R0E 1L0,(204) 753-2559,(204) 753-2506,K to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
939,Pinawa Secondary School #1905,Box 580,Pinawa,R0E 1L0,(204) 753-2381,(204) 753-2693,7 to 12,"English, French: Communication and Culture - Grades 4-12"
940,Gray Academy Of Jewish Education #2230,100 - 123 Doncaster Street,Winnipeg,R3N 2B4,(204) 477-7410,(204) 477-7474,N to 12,"Early Start French, English, French: Communication and Culture - Grades 4-12, Hebrew"
941,Andrew Mynarski V.C. School #1061,1111 Machray Avenue,Winnipeg,R2X 1H6,(204) 586-8497,(204) 582-2702,7 to 9,English
942,Argyle Alternative High School #1060,30 Argyle Street,Winnipeg,R3B 0H4,(204) 942-4326,(204) 943-1759,10 to 12,English
943,Brock-Corydon School #1891,1510 Corydon Avenue,Winnipeg,R3N 0J6,(204) 488-4422,(204) 489-8764,N to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12, Hebrew"
944,Carpathia School #1272,300 Carpathia Road,Winnipeg,R3N 1T3,(204) 488-4514,(204) 489-3048,N to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
945,Cecil Rhodes School #1113,1570 Elgin Avenue West,Winnipeg,R3E 1C2,(204) 783-9012,(204) 775-5438,N to 9,"Early Start French, English, French: Communication and Culture - Grades 4-12"
946,Champlain School #1853,275 Church Avenue,Winnipeg,R2W 1B7,(204) 586-5139,(204) 589-4607,N to 6,"English, French: Communication and Culture - Grades 4-12"
947,Children Of The Earth High School #2050,100 Salter Street,Winnipeg,R2W 4J6,(204) 589-6383,(204) 589-4822,9 to 12,English
948,Churchill High School #1715,510 Hay Street,Winnipeg,R3L 2L6,(204) 474-1301,(204) 452-5943,7 to 12,"English, French: Communication and Culture - Grades 4-12"
949,Clifton School #1541,1070 Clifton Street,Winnipeg,R3E 2T7,(204) 783-7792,(204) 783-9078,N to 6,"Early Start French, English, French: Communication and Culture - Grades 4-12"
950,Clinical Support Services #1127,1075 Wellington Avenue,Winnipeg,R3E 0J7,(204) 786-7841,(204) 783-6068,K to 12,English
951,Collge Churchill #2076,510 Rue Hay,Winnipeg,R3L 2L6,(204) 474-1305,(204) 452-0290,7 to 12,"Early Immersion, Late Immersion"
952,Daniel Mcintyre Collegiate Institute #1701,720 Alverstone Street,Winnipeg,R3E 2H1,(204) 783-7131,(204) 783-9286,9 to 12,"English, French: Communication and Culture - Grades 4-12"
953,David Livingstone School #1775,270 Flora Avenue,Winnipeg,R2W 2P9,(204) 586-8346,(204) 582-0383,N to 8,English
954,Diagnostic Learning Centre #1926,C/O Ashland School 170 Ashland Ave,Winnipeg,R3L 1L1,(204) 453-5740,(204) 453-0739,K to 6,English
955,Dufferin School #1767,545 Alexander Avenue,Winnipeg,R3A 0P1,(204) 774-3409,(204) 774-6109,N to 6,English
956,Earl Grey School #1022,340 Cockburn Street North,Winnipeg,R3M 2P5,(204) 474-1441,(204) 453-4054,N to 8,"Early Start French, English, French: Communication and Culture - Grades 4-12, Spanish"
957,Elmwood High #1867,505 Chalmers Avenue,Winnipeg,R2L 0G4,(204) 667-8823,(204) 654-0028,7 to 12,English
958,Faraday School #1854,405 Parr Street,Winnipeg,R2W 5G1,(204) 586-8583,(204) 589-7731,N to 6,English
959,Fort Rouge School #1436,115 River Avenue,Winnipeg,R3L 0A8,(204) 475-5057,(204) 477-9050,N to 6,English
960,Garden Grove School #1166,2340 Burrows Avenue,Winnipeg,R2R 1W1,(204) 633-6477,(204) 632-6032,N to 6,"Early Immersion, English"